circ;mes;ano;pop_circ
27;2;2009;187940,0847
28;2;2009;170381,3657
29;2;2009;103652,6296
30;2;2009;124462,6958
31;2;2009;156625,0562
32;2;2009;365096,7079
33;2;2009;240407,4609
34;2;2009;423457,888
35;2;2009;536287,3265
36;2;2009;308623,125
37;2;2009;210300,8798
38;2;2009;206544,5063
39;2;2009;174503,8066
40;2;2009;110387,3256
41;2;2009;141546,0436
43;2;2009;174228,7794
44;2;2009;117346,6128
48;2;2009;76216,47028
50;2;2009;104790,856
51;2;2009;46122,33542
52;2;2009;177633,4528
53;2;2009;168328,5029
54;2;2009;464236,137
55;2;2009;135584,0592
56;2;2009;264326,5496
57;2;2009;156893,8273
58;2;2009;349778,1398
59;2;2009;348274,676
60;2;2009;279793,0541
61;2;2009;59665,7953
62;2;2009;155582,2438
63;2;2009;93663,1201
64;2;2009;457359,2403
65;2;2009;135060,5998
66;2;2009;138410,0608
71;2;2009;243435,1862
72;2;2009;339525,878
73;2;2009;164285,9242
74;2;2009;214811,1557
75;2;2009;264983,9213
76;2;2009;75758,72152
77;2;2009;143655,4151
78;2;2009;124877,1593
79;2;2009;72231,6204
81;2;2009;66959,04614
82;2;2009;118702,8381
88;2;2009;93863,87506
89;2;2009;117490,8761
90;2;2009;176796,1359
91;2;2009;71032,86213
92;2;2009;8422,023616
93;2;2009;255515,1445
94;2;2009;25676,42761
95;2;2009;33975,19595
96;2;2009;50687,90046
97;2;2009;17842,10052
98;2;2009;13079,67206
99;2;2009;28173,9441
100;2;2009;28348,86543
101;2;2009;22230,87567
104;2;2009;20110,35894
105;2;2009;250615,196
106;2;2009;43955,34827
107;2;2009;40543,31235
108;2;2009;95973,19747
109;2;2009;17472,41169
110;2;2009;159851,2592
111;2;2009;14795,32604
112;2;2009;17113,52937
118;2;2009;107341,7875
119;2;2009;54682,41484
120;2;2009;21337,08074
121;2;2009;33102,41183
122;2;2009;20849,49988
123;2;2009;194198,7622
124;2;2009;70694,49467
125;2;2009;83895,61455
126;2;2009;203571,3653
127;2;2009;25999,51931
128;2;2009;91157,39038
129;2;2009;21556,23268
130;2;2009;31726,70792
134;2;2009;288477,4261
135;2;2009;22913,70595
136;2;2009;50185,34598
137;2;2009;26874,2031
138;2;2009;7545,446297
139;2;2009;17492,45551
140;2;2009;24315,41626
141;2;2009;37435,29226
142;2;2009;14804,66108
143;2;2009;127860,4846
144;2;2009;35157,01396
145;2;2009;31979,1168
146;2;2009;166778,7272
147;2;2009;41324,33008
151;2;2009;180829,921
152;2;2009;10843,6126
153;2;2009;19830,70826
154;2;2009;25373,86992
155;2;2009;8823,514483
156;2;2009;10342,82425
157;2;2009;10253,08039
158;2;2009;24935,39866
159;2;2009;53423,64999
165;2;2009;34553,04357
166;2;2009;161325,6022
167;2;2009;36287,31535
168;2;2009;17250,436
1;3;2009;1619,373423
4;3;2009;31219,90352
5;3;2009;37367,9789
6;3;2009;79931,32969
7;3;2009;40514,10511
9;3;2009;135119,2823
10;3;2009;102196,9935
12;3;2009;90801,39941
13;3;2009;68767,31283
14;3;2009;87893,41373
15;3;2009;146850,0194
16;3;2009;301336,4022
17;3;2009;79495,78988
18;3;2009;67037,26437
19;3;2009;137944,7444
20;3;2009;162402,8979
21;3;2009;263568,3785
22;3;2009;237353,8693
23;3;2009;91314,63123
24;3;2009;96028,70464
25;3;2009;128636,194
26;3;2009;115257,2141
27;3;2009;188059,5635
28;3;2009;170489,682
29;3;2009;103718,5245
30;3;2009;124541,8203
31;3;2009;156724,6272
32;3;2009;365328,8103
33;3;2009;240560,2948
34;3;2009;423727,0923
35;3;2009;536628,2597
36;3;2009;308819,3255
37;3;2009;210434,5741
38;3;2009;206675,8126
39;3;2009;174614,7437
40;3;2009;110457,502
41;3;2009;141636,0285
43;3;2009;174339,5416
44;3;2009;117421,2134
48;3;2009;76332,29011
50;3;2009;105043,698
51;3;2009;46181,24152
52;3;2009;177693,0863
53;3;2009;168331,2968
54;3;2009;464535,8512
55;3;2009;135723,9078
56;3;2009;264415,2868
57;3;2009;156925,0713
58;3;2009;349895,5641
59;3;2009;348559,638
60;3;2009;280021,9837
61;3;2009;59714,61448
62;3;2009;155709,5428
63;3;2009;93770,67569
64;3;2009;457436,5173
65;3;2009;135259,17
66;3;2009;138525,1854
71;3;2009;243747,1525
72;3;2009;339853,1502
73;3;2009;164444,2809
74;3;2009;215018,2142
75;3;2009;265239,3418
76;3;2009;75796,32426
77;3;2009;143726,7183
78;3;2009;124939,1419
79;3;2009;72267,47247
81;3;2009;66992,28118
82;3;2009;119217,7325
88;3;2009;93917,64031
89;3;2009;117624,8518
90;3;2009;176855,9468
91;3;2009;71080,5103
92;3;2009;8430,19702
93;3;2009;255649,7085
94;3;2009;25713,92095
95;3;2009;34000,76849
96;3;2009;50706,31645
97;3;2009;17847,56481
98;3;2009;13088,92522
99;3;2009;28209,76162
100;3;2009;28409,78975
101;3;2009;22259,58132
104;3;2009;20118,63118
105;3;2009;250682,5765
106;3;2009;43967,16613
107;3;2009;40575,11212
108;3;2009;96035,64668
109;3;2009;17475,505
110;3;2009;160080,2959
111;3;2009;14801,48276
112;3;2009;17132,37626
118;3;2009;107616,1493
119;3;2009;54733,49796
120;3;2009;21337,78187
121;3;2009;33234,37338
122;3;2009;20870,76003
123;3;2009;194935,3754
124;3;2009;70902,60059
125;3;2009;84129,58681
126;3;2009;204181,1007
127;3;2009;26091,26382
128;3;2009;92011,30628
129;3;2009;21632,35523
130;3;2009;31836,9026
134;3;2009;288793,2462
135;3;2009;22912,84089
136;3;2009;50221,61067
137;3;2009;26872,36759
138;3;2009;7542,007893
139;3;2009;17508,19041
140;3;2009;24329,62254
141;3;2009;37441,62776
142;3;2009;14805,97511
143;3;2009;127957,321
144;3;2009;35171,95289
145;3;2009;32024,2736
146;3;2009;166961,3137
147;3;2009;41326,07535
151;3;2009;180903,566
152;3;2009;10848,69368
153;3;2009;19830,6666
154;3;2009;25392,99208
155;3;2009;8827,719065
156;3;2009;10341,54043
157;3;2009;10255,19321
158;3;2009;24958,78232
159;3;2009;53473,60184
165;3;2009;34664,92544
166;3;2009;161806,8626
167;3;2009;36360,56342
168;3;2009;17260,70312
1;4;2009;1620,402905
4;4;2009;31239,7509
5;4;2009;37391,7348
6;4;2009;79982,14432
7;4;2009;40539,86109
9;4;2009;135205,1815
10;4;2009;102261,963
12;4;2009;90859,12445
13;4;2009;68811,03018
14;4;2009;87949,29009
15;4;2009;146943,3762
16;4;2009;301527,9703
17;4;2009;79546,32763
18;4;2009;67079,88187
19;4;2009;138032,4398
20;4;2009;162506,1421
21;4;2009;263735,9364
22;4;2009;237504,762
23;4;2009;91372,68255
24;4;2009;96089,75284
25;4;2009;128717,9717
26;4;2009;115330,4864
27;4;2009;188179,1184
28;4;2009;170598,0671
29;4;2009;103784,4614
30;4;2009;124620,9951
31;4;2009;156824,2615
32;4;2009;365561,0603
33;4;2009;240713,2259
34;4;2009;423996,4678
35;4;2009;536969,4096
36;4;2009;309015,6508
37;4;2009;210568,3534
38;4;2009;206807,2023
39;4;2009;174725,7513
40;4;2009;110527,723
41;4;2009;141726,0706
43;4;2009;174450,3742
44;4;2009;117495,8614
48;4;2009;76448,28594
50;4;2009;105297,1501
51;4;2009;46240,22285
52;4;2009;177752,7397
53;4;2009;168334,0908
54;4;2009;464835,7589
55;4;2009;135863,9006
56;4;2009;264504,0539
57;4;2009;156956,3215
58;4;2009;350013,0277
59;4;2009;348844,8331
60;4;2009;280251,1006
61;4;2009;59763,4736
62;4;2009;155836,946
63;4;2009;93878,35479
64;4;2009;457513,8073
65;4;2009;135458,1278
66;4;2009;138640,4058
71;4;2009;244059,519
72;4;2009;340180,7378
73;4;2009;164602,7903
74;4;2009;215225,4723
75;4;2009;265495,0084
76;4;2009;75833,94567
77;4;2009;143798,0568
78;4;2009;125001,1553
79;4;2009;72303,34234
81;4;2009;67025,53271
82;4;2009;119734,8604
88;4;2009;93971,43635
89;4;2009;117758,9801
90;4;2009;176915,778
91;4;2009;71128,19044
92;4;2009;8438,378356
93;4;2009;255784,3433
94;4;2009;25751,46903
95;4;2009;34026,36027
96;4;2009;50724,73969
97;4;2009;17853,03078
98;4;2009;13098,18493
99;4;2009;28245,62468
100;4;2009;28470,85504
101;4;2009;22288,32403
104;4;2009;20126,90682
105;4;2009;250749,9752
106;4;2009;43978,98717
107;4;2009;40606,93683
108;4;2009;96098,14126
109;4;2009;17478,59885
110;4;2009;160309,6608
111;4;2009;14807,64203
112;4;2009;17151,24391
118;4;2009;107891,2123
119;4;2009;54784,62879
120;4;2009;21338,48302
121;4;2009;33366,86099
122;4;2009;20892,04187
123;4;2009;195674,7827
124;4;2009;71111,31912
125;4;2009;84364,21159
126;4;2009;204792,7576
127;4;2009;26183,33207
128;4;2009;92873,22122
129;4;2009;21708,7466
130;4;2009;31947,48095
134;4;2009;289109,4122
135;4;2009;22911,97586
136;4;2009;50257,92292
137;4;2009;26870,53221
138;4;2009;7538,571056
139;4;2009;17523,93945
140;4;2009;24343,85183
141;4;2009;37447,96433
142;4;2009;14807,28925
143;4;2009;128054,2388
144;4;2009;35186,89816
145;4;2009;32069,49417
146;4;2009;167144,1001
147;4;2009;41327,8207
151;4;2009;180977,2409
152;4;2009;10853,77714
153;4;2009;19830,62494
154;4;2009;25412,12874
155;4;2009;8831,925651
156;4;2009;10340,25678
157;4;2009;10257,30647
158;4;2009;24982,18791
159;4;2009;53523,6004
165;4;2009;34777,16957
166;4;2009;162289,5586
167;4;2009;36433,95935
168;4;2009;17270,97635
1;5;2009;1621,433042
4;5;2009;31259,61091
5;5;2009;37415,50579
6;5;2009;80032,99126
7;5;2009;40565,63343
9;5;2009;135291,1353
10;5;2009;102326,9739
12;5;2009;90916,8862
13;5;2009;68854,77532
14;5;2009;88005,20197
15;5;2009;147036,7923
16;5;2009;301719,6603
17;5;2009;79596,89751
18;5;2009;67122,52647
19;5;2009;138120,1909
20;5;2009;162609,4519
21;5;2009;263903,6009
22;5;2009;237655,7505
23;5;2009;91430,77078
24;5;2009;96150,83984
25;5;2009;128799,8014
26;5;2009;115403,8053
27;5;2009;188298,7492
28;5;2009;170706,5212
29;5;2009;103850,4401
30;5;2009;124700,2202
31;5;2009;156923,9592
32;5;2009;365793,4579
33;5;2009;240866,2542
34;5;2009;424266,0144
35;5;2009;537310,7764
36;5;2009;309212,1009
37;5;2009;210702,2177
38;5;2009;206938,6756
39;5;2009;174836,8294
40;5;2009;110597,9886
41;5;2009;141816,1699
43;5;2009;174561,2773
44;5;2009;117570,5569
48;5;2009;76564,45805
50;5;2009;105551,2137
51;5;2009;46299,27952
52;5;2009;177812,4132
53;5;2009;168336,8848
54;5;2009;465135,8602
55;5;2009;136004,0379
56;5;2009;264592,8507
57;5;2009;156987,578
58;5;2009;350130,5308
59;5;2009;349130,2616
60;5;2009;280480,405
61;5;2009;59812,37269
62;5;2009;155964,4534
63;5;2009;93986,15755
64;5;2009;457591,1104
65;5;2009;135657,4741
66;5;2009;138755,722
71;5;2009;244372,2862
72;5;2009;340508,6412
73;5;2009;164761,4525
74;5;2009;215432,9301
75;5;2009;265750,9216
76;5;2009;75871,58575
77;5;2009;143869,4308
78;5;2009;125063,1994
79;5;2009;72339,23001
81;5;2009;67058,80074
82;5;2009;120254,2314
88;5;2009;94025,2632
89;5;2009;117893,2615
90;5;2009;176975,6294
91;5;2009;71175,90256
92;5;2009;8446,567633
93;5;2009;255919,0491
94;5;2009;25789,07194
95;5;2009;34051,97132
96;5;2009;50743,17019
97;5;2009;17858,49842
98;5;2009;13107,45118
99;5;2009;28281,53333
100;5;2009;28532,06163
101;5;2009;22317,10386
104;5;2009;20135,18586
105;5;2009;250817,392
106;5;2009;43990,81138
107;5;2009;40638,7865
108;5;2009;96160,68123
109;5;2009;17481,69325
110;5;2009;160539,3543
111;5;2009;14813,80388
112;5;2009;17170,13233
118;5;2009;108166,9784
119;5;2009;54835,80739
120;5;2009;21339,18419
121;5;2009;33499,87676
122;5;2009;20913,3454
123;5;2009;196416,9946
124;5;2009;71320,65206
125;5;2009;84599,4907
126;5;2009;205406,3422
127;5;2009;26275,7252
128;5;2009;93743,21014
129;5;2009;21785,40773
130;5;2009;32058,44431
134;5;2009;289425,9242
135;5;2009;22911,11086
136;5;2009;50294,28282
137;5;2009;26868,69696
138;5;2009;7535,135786
139;5;2009;17539,70267
140;5;2009;24358,10414
141;5;2009;37454,30198
142;5;2009;14808,60351
143;5;2009;128151,2381
144;5;2009;35201,84979
145;5;2009;32114,7786
146;5;2009;167327,0866
147;5;2009;41329,56612
151;5;2009;181050,9459
152;5;2009;10858,86298
153;5;2009;19830,58327
154;5;2009;25431,27993
155;5;2009;8836,134242
156;5;2009;10338,97328
157;5;2009;10259,42015
158;5;2009;25005,61544
159;5;2009;53573,6457
165;5;2009;34889,77714
166;5;2009;162773,6946
167;5;2009;36507,50344
168;5;2009;17281,2557
1;6;2009;1622,463833
4;6;2009;31279,48354
5;6;2009;37439,2919
6;6;2009;80083,87052
7;6;2009;40591,42217
9;6;2009;135377,1438
10;6;2009;102392,0261
12;6;2009;90974,68466
13;6;2009;68898,54826
14;6;2009;88061,14939
15;6;2009;147130,2678
16;6;2009;301911,4721
17;6;2009;79647,49953
18;6;2009;67165,19818
19;6;2009;138207,9979
20;6;2009;162712,8274
21;6;2009;264071,372
22;6;2009;237806,8351
23;6;2009;91488,89594
24;6;2009;96211,96568
25;6;2009;128881,6831
26;6;2009;115477,1708
27;6;2009;188418,4561
28;6;2009;170815,0442
29;6;2009;103916,4608
30;6;2009;124779,4957
31;6;2009;157023,7202
32;6;2009;366026,0033
33;6;2009;241019,3797
34;6;2009;424535,7325
35;6;2009;537652,3602
36;6;2009;309408,6759
37;6;2009;210836,1671
38;6;2009;207070,2324
39;6;2009;174947,9782
40;6;2009;110668,2989
41;6;2009;141906,3265
43;6;2009;174672,2509
44;6;2009;117645,2998
48;6;2009;76680,80669
50;6;2009;105805,8903
51;6;2009;46358,41161
52;6;2009;177872,1067
53;6;2009;168339,6789
54;6;2009;465436,1553
55;6;2009;136144,3196
56;6;2009;264681,6773
57;6;2009;157018,8407
58;6;2009;350248,0733
59;6;2009;349415,9236
60;6;2009;280709,897
61;6;2009;59861,3118
62;6;2009;156092,0652
63;6;2009;94094,08409
64;6;2009;457668,4265
65;6;2009;135857,21
66;6;2009;138871,1341
71;6;2009;244685,4545
72;6;2009;340836,8606
73;6;2009;164920,2676
74;6;2009;215640,5879
75;6;2009;266007,0814
76;6;2009;75909,24451
77;6;2009;143940,8402
78;6;2009;125125,2744
79;6;2009;72375,13549
81;6;2009;67092,08529
82;6;2009;120775,8552
88;6;2009;94079,12089
89;6;2009;118027,6959
90;6;2009;177035,5011
91;6;2009;71223,64669
92;6;2009;8454,764856
93;6;2009;256053,8258
94;6;2009;25826,72977
95;6;2009;34077,60164
96;6;2009;50761,60795
97;6;2009;17863,96774
98;6;2009;13116,72399
99;6;2009;28317,48763
100;6;2009;28593,40986
101;6;2009;22345,92085
104;6;2009;20143,46831
105;6;2009;250884,8269
106;6;2009;44002,63878
107;6;2009;40670,66115
108;6;2009;96223,26665
109;6;2009;17484,78819
110;6;2009;160769,3769
111;6;2009;14819,96828
112;6;2009;17189,04156
118;6;2009;108443,4494
119;6;2009;54887,0338
120;6;2009;21339,88539
121;6;2009;33633,42279
122;6;2009;20934,67066
123;6;2009;197162,0217
124;6;2009;71530,60122
125;6;2009;84835,42597
126;6;2009;206021,8607
127;6;2009;26368,44436
128;6;2009;94621,34867
129;6;2009;21862,33958
130;6;2009;32169,79403
134;6;2009;289742,7828
135;6;2009;22910,24589
136;6;2009;50330,69046
137;6;2009;26866,86183
138;6;2009;7531,70208
139;6;2009;17555,48006
140;6;2009;24372,37953
141;6;2009;37460,6407
142;6;2009;14809,91789
143;6;2009;128248,3189
144;6;2009;35216,80777
145;6;2009;32160,12697
146;6;2009;167510,2735
147;6;2009;41331,31161
151;6;2009;181124,6808
152;6;2009;10863,9512
153;6;2009;19830,54161
154;6;2009;25450,44565
155;6;2009;8840,344838
156;6;2009;10337,68994
157;6;2009;10261,53428
158;6;2009;25029,06495
159;6;2009;53623,7378
165;6;2009;35002,74934
166;6;2009;163259,2748
167;6;2009;36581,19597
168;6;2009;17291,54117
1;7;2009;1623,452213
4;7;2009;31298,5385
5;7;2009;37462,09933
6;7;2009;80132,65635
7;7;2009;40616,14982
9;7;2009;135459,6134
10;7;2009;102454,4017
12;7;2009;91030,10501
13;7;2009;68940,52018
14;7;2009;88114,79486
15;7;2009;147219,8972
16;7;2009;302095,3918
17;7;2009;79696,01953
18;7;2009;67206,11416
19;7;2009;138292,192
20;7;2009;162811,9494
21;7;2009;264232,2401
22;7;2009;237951,7033
23;7;2009;91544,62953
24;7;2009;96270,57649
25;7;2009;128960,1958
26;7;2009;115547,5177
27;7;2009;188533,2377
28;7;2009;170919,1021
29;7;2009;103979,7651
30;7;2009;124855,5094
31;7;2009;157119,3766
32;7;2009;366248,9806
33;7;2009;241166,205
34;7;2009;424794,353
35;7;2009;537979,8896
36;7;2009;309597,1628
37;7;2009;210964,6052
38;7;2009;207196,3763
39;7;2009;175054,5538
40;7;2009;110735,7163
41;7;2009;141992,7736
43;7;2009;174778,6585
44;7;2009;117716,9675
48;7;2009;76785,78042
50;7;2009;106021,2706
51;7;2009;46412,67699
52;7;2009;177930,5006
53;7;2009;168342,47
54;7;2009;465723,9035
55;7;2009;136275,2617
56;7;2009;264768,57
57;7;2009;157049,6993
58;7;2009;350363,0568
59;7;2009;349686,4769
60;7;2009;280927,2511
61;7;2009;59907,66251
62;7;2009;156212,9275
63;7;2009;94194,01719
64;7;2009;457744,8945
65;7;2009;136031,9658
66;7;2009;138980,3415
71;7;2009;244972,7373
72;7;2009;341144,6494
73;7;2009;165069,1969
74;7;2009;215835,3197
75;7;2009;266247,296
76;7;2009;75945,69238
77;7;2009;144009,9535
78;7;2009;125185,3534
79;7;2009;72409,88645
81;7;2009;67124,29959
82;7;2009;121154,6454
88;7;2009;94130,9811
89;7;2009;118152,2427
90;7;2009;177094,0592
91;7;2009;71269,31853
92;7;2009;8462,448372
93;7;2009;256184,0053
94;7;2009;25860,84842
95;7;2009;34101,98439
96;7;2009;50779,57492
97;7;2009;17869,3284
98;7;2009;13125,57244
99;7;2009;28350,4963
100;7;2009;28645,67948
101;7;2009;22372,34022
104;7;2009;20151,52993
105;7;2009;250951,0855
106;7;2009;44014,25985
107;7;2009;40700,91936
108;7;2009;96282,91239
109;7;2009;17487,84757
110;7;2009;160978,1834
111;7;2009;14825,96642
112;7;2009;17206,60724
118;7;2009;108674,774
119;7;2009;54935,16924
120;7;2009;21340,58509
121;7;2009;33733,2821
122;7;2009;20954,59219
123;7;2009;197728,001
124;7;2009;71701,16841
125;7;2009;85029,38968
126;7;2009;206513,9822
127;7;2009;26440,39717
128;7;2009;94997,35889
129;7;2009;21922,02835
130;7;2009;32256,52939
134;7;2009;290037,2597
135;7;2009;22909,37881
136;7;2009;50364,02757
137;7;2009;26865,01855
138;7;2009;7528,166354
139;7;2009;17570,34056
140;7;2009;24385,16899
141;7;2009;37466,90977
142;7;2009;14811,22468
143;7;2009;128340,1241
144;7;2009;35231,3538
145;7;2009;32201,35259
146;7;2009;167680,5207
147;7;2009;41333,05232
151;7;2009;181196,4693
152;7;2009;10868,88495
153;7;2009;19830,49994
154;7;2009;25468,67099
155;7;2009;8844,425436
156;7;2009;10336,39624
157;7;2009;10263,62012
158;7;2009;25051,09413
159;7;2009;53670,80469
165;7;2009;35092,45833
166;7;2009;163652,5752
167;7;2009;36645,35054
168;7;2009;17301,43032
1;8;2009;1624,404897
4;8;2009;31316,90531
5;8;2009;37484,08308
6;8;2009;80179,68031
7;8;2009;40639,98445
9;8;2009;135539,1047
10;8;2009;102514,5246
12;8;2009;91083,52387
13;8;2009;68980,97629
14;8;2009;88166,50295
15;8;2009;147306,2897
16;8;2009;302272,6694
17;8;2009;79742,78726
18;8;2009;67245,55248
19;8;2009;138373,3455
20;8;2009;162907,4918
21;8;2009;264387,2985
22;8;2009;238091,3396
23;8;2009;91598,35034
24;8;2009;96327,07061
25;8;2009;129035,873
26;8;2009;115615,324
27;8;2009;188643,874
28;8;2009;171019,4019
29;8;2009;104040,7831
30;8;2009;124928,7779
31;8;2009;157211,5784
32;8;2009;366463,9052
33;8;2009;241307,7277
34;8;2009;425043,6335
35;8;2009;538295,5904
36;8;2009;309778,8425
37;8;2009;211088,4048
38;8;2009;207317,9646
39;8;2009;175157,2804
40;8;2009;110800,699
41;8;2009;142076,0987
43;8;2009;174881,2232
44;8;2009;117786,0469
48;8;2009;76893,48961
50;8;2009;106257,4036
51;8;2009;46467,39414
52;8;2009;177985,6389
53;8;2009;168345,0492
54;8;2009;466001,4494
55;8;2009;136405,0108
56;8;2009;264850,6183
57;8;2009;157078,5686
58;8;2009;350471,6296
59;8;2009;349950,585
60;8;2009;281139,4273
61;8;2009;59952,90904
62;8;2009;156330,9106
63;8;2009;94293,86202
64;8;2009;457816,2872
65;8;2009;136217,0047
66;8;2009;139087,0482
71;8;2009;245262,5268
72;8;2009;341448,1871
73;8;2009;165216,0693
74;8;2009;216027,3618
75;8;2009;266484,1928
76;8;2009;75980,48826
77;8;2009;144075,9342
78;8;2009;125242,7093
79;8;2009;72443,06234
81;8;2009;67155,0538
82;8;2009;121639,7496
88;8;2009;94180,75178
89;8;2009;118276,6086
90;8;2009;177149,3624
91;8;2009;71313,44788
92;8;2009;8470,029267
93;8;2009;256308,5433
94;8;2009;25895,70623
95;8;2009;34125,6779
96;8;2009;50796,60762
97;8;2009;17874,38006
98;8;2009;13134,14379
99;8;2009;28383,76581
100;8;2009;28702,55029
101;8;2009;22399,00635
104;8;2009;20159,18147
105;8;2009;251013,3662
106;8;2009;44025,18327
107;8;2009;40730,38711
108;8;2009;96340,76528
109;8;2009;17490,70545
110;8;2009;161191,0924
111;8;2009;14831,66131
112;8;2009;17224,09899
118;8;2009;108931,176
119;8;2009;54982,54084
120;8;2009;21341,23239
121;8;2009;33857,41425
122;8;2009;20974,31587
123;8;2009;198420,3086
124;8;2009;71896,00161
125;8;2009;85248,28278
126;8;2009;207085,3682
127;8;2009;26526,52047
128;8;2009;95818,79282
129;8;2009;21993,48771
130;8;2009;32359,9502
134;8;2009;290330,3624
135;8;2009;22908,58044
136;8;2009;50397,71775
137;8;2009;26863,32481
138;8;2009;7524,999711
139;8;2009;17584,92975
140;8;2009;24398,38676
141;8;2009;37472,76286
142;8;2009;14812,43817
143;8;2009;128429,8838
144;8;2009;35245,17274
145;8;2009;32243,32547
146;8;2009;167849,9734
147;8;2009;41334,66368
151;8;2009;181264,587
152;8;2009;10873,5861
153;8;2009;19830,46149
154;8;2009;25486,38861
155;8;2009;8848,315787
156;8;2009;10335,21191
157;8;2009;10265,57242
158;8;2009;25072,7792
159;8;2009;53717,12741
165;8;2009;35197,34615
166;8;2009;164103,2232
167;8;2009;36713,63127
168;8;2009;17310,93568
1;9;2009;1625,358141
4;9;2009;31335,2829
5;9;2009;37506,07973
6;9;2009;80226,73186
7;9;2009;40663,83307
9;9;2009;135618,6426
10;9;2009;102574,6829
12;9;2009;91136,97409
13;9;2009;69021,45615
14;9;2009;88218,24138
15;9;2009;147392,733
16;9;2009;302450,051
17;9;2009;79789,58243
18;9;2009;67285,01395
19;9;2009;138454,5467
20;9;2009;163003,0902
21;9;2009;264542,448
22;9;2009;238231,0579
23;9;2009;91652,10267
24;9;2009;96383,59788
25;9;2009;129111,5947
26;9;2009;115683,1701
27;9;2009;188754,5752
28;9;2009;171119,7606
29;9;2009;104101,837
30;9;2009;125002,0894
31;9;2009;157303,8343
32;9;2009;366678,9558
33;9;2009;241449,3334
34;9;2009;425293,0603
35;9;2009;538611,4764
36;9;2009;309960,6289
37;9;2009;211212,2771
38;9;2009;207439,6243
39;9;2009;175260,0673
40;9;2009;110865,7197
41;9;2009;142159,4727
43;9;2009;174983,8481
44;9;2009;117855,1669
48;9;2009;77001,3499
50;9;2009;106494,0626
51;9;2009;46522,1758
52;9;2009;178040,7943
53;9;2009;168347,6285
54;9;2009;466279,1607
55;9;2009;136534,8834
56;9;2009;264932,692
57;9;2009;157107,4431
58;9;2009;350580,2361
59;9;2009;350214,8926
60;9;2009;281351,7638
61;9;2009;59998,18974
62;9;2009;156448,9828
63;9;2009;94393,81269
64;9;2009;457887,6911
65;9;2009;136402,3776
66;9;2009;139193,8368
71;9;2009;245552,6593
72;9;2009;341751,9949
73;9;2009;165363,0723
74;9;2009;216219,5749
75;9;2009;266721,3004
76;9;2009;76015,30009
77;9;2009;144141,9452
78;9;2009;125300,0915
79;9;2009;72476,25344
81;9;2009;67185,8221
82;9;2009;122126,7962
88;9;2009;94230,54878
89;9;2009;118401,1055
90;9;2009;177204,6828
91;9;2009;71357,60454
92;9;2009;8477,616952
93;9;2009;256433,1419
94;9;2009;25930,61103
95;9;2009;34149,38787
96;9;2009;50813,64651
97;9;2009;17879,43315
98;9;2009;13142,72074
99;9;2009;28417,07437
100;9;2009;28759,54263
101;9;2009;22425,70427
104;9;2009;20166,83592
105;9;2009;251075,6625
106;9;2009;44036,1094
107;9;2009;40759,87618
108;9;2009;96398,65699
109;9;2009;17493,56379
110;9;2009;161404,2829
111;9;2009;14837,35839
112;9;2009;17241,60852
118;9;2009;109188,1829
119;9;2009;55029,95329
120;9;2009;21341,87971
121;9;2009;33982,00317
122;9;2009;20994,05811
123;9;2009;199115,0402
124;9;2009;72091,36423
125;9;2009;85467,73938
126;9;2009;207658,4168
127;9;2009;26612,92429
128;9;2009;96647,32962
129;9;2009;22065,18001
130;9;2009;32463,70342
134;9;2009;290623,7612
135;9;2009;22907,78209
136;9;2009;50431,44883
137;9;2009;26861,63118
138;9;2009;7521,834401
139;9;2009;17599,53105
140;9;2009;24411,62428
141;9;2009;37478,61687
142;9;2009;14813,65176
143;9;2009;128519,7131
144;9;2009;35258,9971
145;9;2009;32285,35306
146;9;2009;168019,5974
147;9;2009;41336,2751
151;9;2009;181332,7304
152;9;2009;10878,28929
153;9;2009;19830,42303
154;9;2009;25504,11863
155;9;2009;8852,207849
156;9;2009;10334,02772
157;9;2009;10267,52509
158;9;2009;25094,48303
159;9;2009;53763,49011
165;9;2009;35302,54747
166;9;2009;164555,1122
167;9;2009;36782,03922
168;9;2009;17320,44626
1;10;2009;1626,311944
4;10;2009;31353,67127
5;10;2009;37528,08928
6;10;2009;80273,81103
7;10;2009;40687,69568
9;10;2009;135698,2272
10;10;2009;102634,8764
12;10;2009;91190,45567
13;10;2009;69061,95976
14;10;2009;88270,01017
15;10;2009;147479,2269
16;10;2009;302627,5366
17;10;2009;79836,40507
18;10;2009;67324,49857
19;10;2009;138535,7955
20;10;2009;163098,7447
21;10;2009;264697,6885
22;10;2009;238370,8582
23;10;2009;91705,88654
24;10;2009;96440,15832
25;10;2009;129187,3608
26;10;2009;115751,0561
27;10;2009;188865,3413
28;10;2009;171220,1782
29;10;2009;104162,9267
30;10;2009;125075,4439
31;10;2009;157396,1444
32;10;2009;366894,1327
33;10;2009;241591,0222
34;10;2009;425542,6335
35;10;2009;538927,5479
36;10;2009;310142,522
37;10;2009;211336,222
38;10;2009;207561,3553
39;10;2009;175362,9145
40;10;2009;110930,7787
41;10;2009;142242,8956
43;10;2009;175086,5333
44;10;2009;117924,3274
48;10;2009;77109,36148
50;10;2009;106731,2486
51;10;2009;46577,02205
52;10;2009;178095,9668
53;10;2009;168350,2078
54;10;2009;466557,0375
55;10;2009;136664,8797
56;10;2009;265014,7911
57;10;2009;157136,3231
58;10;2009;350688,8763
59;10;2009;350479,3998
60;10;2009;281564,2607
61;10;2009;60043,50464
62;10;2009;156567,1442
